CSDUID,CSD,Period,IndicatorSummaryDescription,UnitOfMeasure,OriginalValue
4807044,Sedgewick,1994,Dwelling Units,,364
4807044,Sedgewick,1995,Dwelling Units,,378
4807044,Sedgewick,1996,Dwelling Units,,380
4807044,Sedgewick,1997,Dwelling Units,,384
4807044,Sedgewick,1998,Dwelling Units,,388
4807044,Sedgewick,1999,Dwelling Units,,388
4807044,Sedgewick,2000,Dwelling Units,,388
4807044,Sedgewick,2001,Dwelling Units,,388
4807044,Sedgewick,2002,Dwelling Units,,387
4807044,Sedgewick,2003,Dwelling Units,,389
4807044,Sedgewick,2004,Dwelling Units,,393
4807044,Sedgewick,2005,Dwelling Units,,393
4807044,Sedgewick,2006,Dwelling Units,,396
4807044,Sedgewick,2007,Dwelling Units,,401
4807044,Sedgewick,2008,Dwelling Units,,403
4807044,Sedgewick,2009,Dwelling Units,,407
4807044,Sedgewick,2010,Dwelling Units,,406
4807044,Sedgewick,2011,Dwelling Units,,402
4807044,Sedgewick,2012,Dwelling Units,,396
4807044,Sedgewick,2013,Dwelling Units,,396
4807044,Sedgewick,2014,Dwelling Units,,398
4807044,Sedgewick,2015,Dwelling Units,,398
4807044,Sedgewick,2016,Dwelling Units,,397
4807044,Sedgewick,2017,Dwelling Units,,397
4807044,Sedgewick,2018,Dwelling Units,,397
4807044,Sedgewick,2019,Dwelling Units,,397
4807044,Sedgewick,2020,Dwelling Units,,397
4807044,Sedgewick,2021,Dwelling Units,,397
4807044,Sedgewick,2022,Dwelling Units,,397
4807044,Sedgewick,2023,Dwelling Units,,398
4807046,Lougheed,2023,Dwelling Units,,131
4807046,Lougheed,1994,Dwelling Units,,105
4807046,Lougheed,1995,Dwelling Units,,105
4807046,Lougheed,1996,Dwelling Units,,105
4807046,Lougheed,1997,Dwelling Units,,100
4807046,Lougheed,1998,Dwelling Units,,100
4807046,Lougheed,1999,Dwelling Units,,100
4807046,Lougheed,2000,Dwelling Units,,100
4807046,Lougheed,2001,Dwelling Units,,117
4807046,Lougheed,2002,Dwelling Units,,117
4807046,Lougheed,2003,Dwelling Units,,96
4807046,Lougheed,2004,Dwelling Units,,96
4807046,Lougheed,2005,Dwelling Units,,100
4807046,Lougheed,2006,Dwelling Units,,100
4807046,Lougheed,2007,Dwelling Units,,103
4807046,Lougheed,2008,Dwelling Units,,106
4807046,Lougheed,2009,Dwelling Units,,124
4807046,Lougheed,2010,Dwelling Units,,124
4807046,Lougheed,2011,Dwelling Units,,125
4807046,Lougheed,2012,Dwelling Units,,125
4807046,Lougheed,2013,Dwelling Units,,125
4807046,Lougheed,2014,Dwelling Units,,127
4807046,Lougheed,2015,Dwelling Units,,129
4807046,Lougheed,2016,Dwelling Units,,129
4807046,Lougheed,2017,Dwelling Units,,129
4807046,Lougheed,2018,Dwelling Units,,129
4807046,Lougheed,2019,Dwelling Units,,129
4807046,Lougheed,2020,Dwelling Units,,129
4807046,Lougheed,2021,Dwelling Units,,129
4807046,Lougheed,2022,Dwelling Units,,131
4808011,Red Deer,1994,Dwelling Units,,23396
4808011,Red Deer,1995,Dwelling Units,,24056
4808011,Red Deer,1996,Dwelling Units,,24056
4808011,Red Deer,1997,Dwelling Units,,24056
4808011,Red Deer,1998,Dwelling Units,,24056
4808011,Red Deer,1999,Dwelling Units,,25618
4808011,Red Deer,2000,Dwelling Units,,27338
4808011,Red Deer,2001,Dwelling Units,,25618
4808011,Red Deer,2002,Dwelling Units,,29861
4808011,Red Deer,2003,Dwelling Units,,30559
4808011,Red Deer,2004,Dwelling Units,,33399
4808011,Red Deer,2005,Dwelling Units,,34038
4808011,Red Deer,2006,Dwelling Units,,34342
4808011,Red Deer,2007,Dwelling Units,,36138
4808011,Red Deer,2008,Dwelling Units,,36776
4808011,Red Deer,2009,Dwelling Units,,37703
4808011,Red Deer,2010,Dwelling Units,,38685
4808011,Red Deer,2011,Dwelling Units,,39227
4808011,Red Deer,2012,Dwelling Units,,39227
4808011,Red Deer,2013,Dwelling Units,,40893
4808011,Red Deer,2014,Dwelling Units,,41308
4808011,Red Deer,2015,Dwelling Units,,42034
4808011,Red Deer,2016,Dwelling Units,,42664
4808011,Red Deer,2017,Dwelling Units,,42664
4808011,Red Deer,2018,Dwelling Units,,42664
4808011,Red Deer,2019,Dwelling Units,,42664
4808011,Red Deer,2020,Dwelling Units,,42780
4808011,Red Deer,2021,Dwelling Units,,42780
4808011,Red Deer,2022,Dwelling Units,,42780
4808011,Red Deer,2023,Dwelling Units,,46151
4805018,Strathmore,2023,Dwelling Units,,6164
4805018,Strathmore,1994,Dwelling Units,,1819
4805018,Strathmore,1995,Dwelling Units,,1880
4805018,Strathmore,1996,Dwelling Units,,1948
4805018,Strathmore,1997,Dwelling Units,,1815
4805018,Strathmore,1998,Dwelling Units,,1987
4805018,Strathmore,1999,Dwelling Units,,2537
4805018,Strathmore,2000,Dwelling Units,,2851
4805018,Strathmore,2001,Dwelling Units,,2775
4805018,Strathmore,2002,Dwelling Units,,3048
4805018,Strathmore,2003,Dwelling Units,,3146
4805018,Strathmore,2004,Dwelling Units,,3494
4805018,Strathmore,2005,Dwelling Units,,3858
4805018,Strathmore,2006,Dwelling Units,,4001
4805018,Strathmore,2007,Dwelling Units,,4409
4805018,Strathmore,2008,Dwelling Units,,4739
4805018,Strathmore,2009,Dwelling Units,,4912
4805018,Strathmore,2010,Dwelling Units,,5060
4805018,Strathmore,2011,Dwelling Units,,5060
4805018,Strathmore,2012,Dwelling Units,,5399
4805018,Strathmore,2013,Dwelling Units,,5399
4805018,Strathmore,2014,Dwelling Units,,5399
4805018,Strathmore,2015,Dwelling Units,,5931
4805018,Strathmore,2016,Dwelling Units,,5931
4805018,Strathmore,2017,Dwelling Units,,5931
4805018,Strathmore,2018,Dwelling Units,,5989
4805018,Strathmore,2019,Dwelling Units,,5989
4805018,Strathmore,2020,Dwelling Units,,5989
4805018,Strathmore,2021,Dwelling Units,,5989
4805018,Strathmore,2022,Dwelling Units,,5998
4805019,Hussar,1994,Dwelling Units,,71
4805019,Hussar,1995,Dwelling Units,,71
4805019,Hussar,1996,Dwelling Units,,78
4805019,Hussar,1997,Dwelling Units,,68
4805019,Hussar,1998,Dwelling Units,,73
4805019,Hussar,1999,Dwelling Units,,82
4805019,Hussar,2000,Dwelling Units,,83
4805019,Hussar,2001,Dwelling Units,,83
4805019,Hussar,2002,Dwelling Units,,83
4805019,Hussar,2003,Dwelling Units,,83
4805019,Hussar,2004,Dwelling Units,,83
4805019,Hussar,2005,Dwelling Units,,83
4805019,Hussar,2006,Dwelling Units,,83
4805019,Hussar,2007,Dwelling Units,,84
4805019,Hussar,2008,Dwelling Units,,84
4805019,Hussar,2009,Dwelling Units,,84
4805019,Hussar,2010,Dwelling Units,,85
4805019,Hussar,2011,Dwelling Units,,85
4805019,Hussar,2012,Dwelling Units,,89
4805019,Hussar,2013,Dwelling Units,,89
4805019,Hussar,2014,Dwelling Units,,87
4805019,Hussar,2015,Dwelling Units,,87
4805019,Hussar,2016,Dwelling Units,,87
4805019,Hussar,2017,Dwelling Units,,87
4805019,Hussar,2018,Dwelling Units,,87
4805019,Hussar,2019,Dwelling Units,,86
4805019,Hussar,2020,Dwelling Units,,86
4805019,Hussar,2021,Dwelling Units,,85
4805019,Hussar,2022,Dwelling Units,,85
4805019,Hussar,2023,Dwelling Units,,85
4805021,Standard,2023,Dwelling Units,,159
4805021,Standard,1994,Dwelling Units,,137
4805021,Standard,1995,Dwelling Units,,137
4805021,Standard,1996,Dwelling Units,,145
4805021,Standard,1997,Dwelling Units,,146
4805021,Standard,1998,Dwelling Units,,149
4805021,Standard,1999,Dwelling Units,,149
4805021,Standard,2000,Dwelling Units,,151
4805021,Standard,2001,Dwelling Units,,157
4805021,Standard,2002,Dwelling Units,,158
4805021,Standard,2003,Dwelling Units,,158
4805021,Standard,2004,Dwelling Units,,158
4805021,Standard,2005,Dwelling Units,,158
4805021,Standard,2006,Dwelling Units,,158
4805021,Standard,2007,Dwelling Units,,158
4805021,Standard,2008,Dwelling Units,,158
4805021,Standard,2009,Dwelling Units,,158
4805021,Standard,2010,Dwelling Units,,158
4805021,Standard,2011,Dwelling Units,,158
4805021,Standard,2012,Dwelling Units,,158
4805021,Standard,2013,Dwelling Units,,158
4805021,Standard,2014,Dwelling Units,,158
4805021,Standard,2015,Dwelling Units,,159
4805021,Standard,2016,Dwelling Units,,159
4805021,Standard,2017,Dwelling Units,,159
4805021,Standard,2018,Dwelling Units,,159
4805021,Standard,2019,Dwelling Units,,159
4805021,Standard,2020,Dwelling Units,,159
4805021,Standard,2021,Dwelling Units,,159
4805021,Standard,2022,Dwelling Units,,159
4805022,Rockyford,1994,Dwelling Units,,132
4805022,Rockyford,1995,Dwelling Units,,132
4805022,Rockyford,1996,Dwelling Units,,132
4805022,Rockyford,1997,Dwelling Units,,191
4805022,Rockyford,1998,Dwelling Units,,191
4805022,Rockyford,1999,Dwelling Units,,191
4805022,Rockyford,2000,Dwelling Units,,191
4805022,Rockyford,2001,Dwelling Units,,191
4805022,Rockyford,2002,Dwelling Units,,191
4805022,Rockyford,2003,Dwelling Units,,191
4805022,Rockyford,2004,Dwelling Units,,191
4805022,Rockyford,2005,Dwelling Units,,191
4805022,Rockyford,2006,Dwelling Units,,191
4805022,Rockyford,2007,Dwelling Units,,191
4805022,Rockyford,2008,Dwelling Units,,191
4805022,Rockyford,2009,Dwelling Units,,191
4805022,Rockyford,2010,Dwelling Units,,191
4805022,Rockyford,2011,Dwelling Units,,191
4805022,Rockyford,2012,Dwelling Units,,191
4805022,Rockyford,2013,Dwelling Units,,191
4805022,Rockyford,2014,Dwelling Units,,191
4805022,Rockyford,2015,Dwelling Units,,191
4805022,Rockyford,2016,Dwelling Units,,191
4805022,Rockyford,2017,Dwelling Units,,191
4805022,Rockyford,2018,Dwelling Units,,191
4805022,Rockyford,2019,Dwelling Units,,191
4805022,Rockyford,2020,Dwelling Units,,191
4805022,Rockyford,2021,Dwelling Units,,191
4805022,Rockyford,2022,Dwelling Units,,191
4805022,Rockyford,2023,Dwelling Units,,191
4805026,Drumheller,2023,Dwelling Units,,3487
4805026,Drumheller,1994,Dwelling Units,,2859
4805026,Drumheller,1995,Dwelling Units,,2859
4805026,Drumheller,1996,Dwelling Units,,2920
4805026,Drumheller,1997,Dwelling Units,,2636
4805026,Drumheller,1998,Dwelling Units,,2636
4805026,Drumheller,1999,Dwelling Units,,2600
4805026,Drumheller,2000,Dwelling Units,,2627
4805026,Drumheller,2001,Dwelling Units,,3224
4805026,Drumheller,2002,Dwelling Units,,3248
4805026,Drumheller,2003,Dwelling Units,,3202
4805026,Drumheller,2004,Dwelling Units,,3073
4805026,Drumheller,2005,Dwelling Units,,3073
4805026,Drumheller,2006,Dwelling Units,,3099
4805026,Drumheller,2007,Dwelling Units,,3172
4805026,Drumheller,2008,Dwelling Units,,3197
4805026,Drumheller,2009,Dwelling Units,,3197
4805026,Drumheller,2010,Dwelling Units,,3124
4805026,Drumheller,2011,Dwelling Units,,3124
4805026,Drumheller,2012,Dwelling Units,,3124
4805026,Drumheller,2013,Dwelling Units,,3197
4805026,Drumheller,2014,Dwelling Units,,3198
4805026,Drumheller,2015,Dwelling Units,,3199
4805026,Drumheller,2016,Dwelling Units,,3391
4805026,Drumheller,2017,Dwelling Units,,3397
4805026,Drumheller,2018,Dwelling Units,,3498
4805026,Drumheller,2019,Dwelling Units,,3500
4805026,Drumheller,2020,Dwelling Units,,3487
4805026,Drumheller,2021,Dwelling Units,,3487
4805026,Drumheller,2022,Dwelling Units,,3487
4805031,Starland County,1994,Dwelling Units,,611
4805031,Starland County,1995,Dwelling Units,,611
4805031,Starland County,1996,Dwelling Units,,620
4805031,Starland County,1997,Dwelling Units,,620
4805031,Starland County,1998,Dwelling Units,,620
4805031,Starland County,1999,Dwelling Units,,620
4805031,Starland County,2000,Dwelling Units,,620
4805031,Starland County,2001,Dwelling Units,,620
4805031,Starland County,2002,Dwelling Units,,660
4805031,Starland County,2003,Dwelling Units,,660
4805031,Starland County,2004,Dwelling Units,,660
4805031,Starland County,2005,Dwelling Units,,660
4805031,Starland County,2006,Dwelling Units,,692
4805031,Starland County,2007,Dwelling Units,,692
4805031,Starland County,2008,Dwelling Units,,692
4805031,Starland County,2009,Dwelling Units,,748
4805031,Starland County,2010,Dwelling Units,,748
4805031,Starland County,2011,Dwelling Units,,664
4805031,Starland County,2012,Dwelling Units,,746
4805031,Starland County,2013,Dwelling Units,,746
4805031,Starland County,2014,Dwelling Units,,746
4805031,Starland County,2015,Dwelling Units,,746
4805031,Starland County,2016,Dwelling Units,,746
4805031,Starland County,2017,Dwelling Units,,693
4805031,Starland County,2018,Dwelling Units,,693
4805031,Starland County,2019,Dwelling Units,,693
4805031,Starland County,2020,Dwelling Units,,693
4805031,Starland County,2021,Dwelling Units,,679
4805031,Starland County,2022,Dwelling Units,,679
4805031,Starland County,2023,Dwelling Units,,679
4805034,Delia,1994,Dwelling Units,,104
4805034,Delia,1995,Dwelling Units,,104
4805034,Delia,1996,Dwelling Units,,97
4805034,Delia,1997,Dwelling Units,,109
4805034,Delia,1998,Dwelling Units,,109
4805034,Delia,1999,Dwelling Units,,109
4805034,Delia,2000,Dwelling Units,,109
4805034,Delia,2001,Dwelling Units,,109
4805034,Delia,2002,Dwelling Units,,109
4805034,Delia,2003,Dwelling Units,,109
4805034,Delia,2004,Dwelling Units,,109
4805034,Delia,2005,Dwelling Units,,111
4805034,Delia,2006,Dwelling Units,,111
4805034,Delia,2007,Dwelling Units,,112
4805034,Delia,2008,Dwelling Units,,135
4805034,Delia,2009,Dwelling Units,,135
4805034,Delia,2010,Dwelling Units,,135
4805034,Delia,2011,Dwelling Units,,135
4805034,Delia,2012,Dwelling Units,,135
4805034,Delia,2013,Dwelling Units,,135
4805034,Delia,2014,Dwelling Units,,136
4805034,Delia,2015,Dwelling Units,,136
4805034,Delia,2016,Dwelling Units,,119
4805034,Delia,2017,Dwelling Units,,119
4805034,Delia,2018,Dwelling Units,,113
4805034,Delia,2019,Dwelling Units,,113
4805034,Delia,2020,Dwelling Units,,113
4805034,Delia,2021,Dwelling Units,,113
4805036,Munson,1994,Dwelling Units,,56
4805036,Munson,1995,Dwelling Units,,56
4805036,Munson,1996,Dwelling Units,,67
4805036,Munson,1997,Dwelling Units,,71
4805036,Munson,1998,Dwelling Units,,74
4805036,Munson,1999,Dwelling Units,,74
4805036,Munson,2000,Dwelling Units,,74
4805036,Munson,2001,Dwelling Units,,74
4805036,Munson,2002,Dwelling Units,,75
4805036,Munson,2003,Dwelling Units,,75
4805036,Munson,2004,Dwelling Units,,77
4805036,Munson,2005,Dwelling Units,,80
4805036,Munson,2006,Dwelling Units,,83
4805036,Munson,2007,Dwelling Units,,85
4805036,Munson,2008,Dwelling Units,,87
4805036,Munson,2009,Dwelling Units,,89
4805036,Munson,2010,Dwelling Units,,89
4805036,Munson,2011,Dwelling Units,,89
4805036,Munson,2012,Dwelling Units,,89
4805036,Munson,2013,Dwelling Units,,89
4805036,Munson,2014,Dwelling Units,,89
4805036,Munson,2015,Dwelling Units,,89
4805036,Munson,2016,Dwelling Units,,89
4805036,Munson,2017,Dwelling Units,,89
4805036,Munson,2018,Dwelling Units,,89
4805036,Munson,2019,Dwelling Units,,89
4805036,Munson,2020,Dwelling Units,,89
4805036,Munson,2021,Dwelling Units,,89
4805036,Munson,2022,Dwelling Units,,89
4805038,Morrin,1994,Dwelling Units,,109
4805038,Morrin,1995,Dwelling Units,,109
4805038,Morrin,1996,Dwelling Units,,106
4805038,Morrin,1997,Dwelling Units,,108
4805038,Morrin,1998,Dwelling Units,,108
4805038,Morrin,1999,Dwelling Units,,110
4805038,Morrin,2000,Dwelling Units,,110
4805038,Morrin,2001,Dwelling Units,,112
4805038,Morrin,2002,Dwelling Units,,114
4805038,Morrin,2003,Dwelling Units,,115
4805038,Morrin,2004,Dwelling Units,,115
4805038,Morrin,2005,Dwelling Units,,116
4805038,Morrin,2006,Dwelling Units,,123
4805038,Morrin,2007,Dwelling Units,,127
4805038,Morrin,2008,Dwelling Units,,127
4805038,Morrin,2009,Dwelling Units,,130
4805038,Morrin,2010,Dwelling Units,,132
4805038,Morrin,2011,Dwelling Units,,133
4805038,Morrin,2012,Dwelling Units,,133
4805038,Morrin,2013,Dwelling Units,,137
4805038,Morrin,2014,Dwelling Units,,137
4805038,Morrin,2015,Dwelling Units,,137
4805038,Morrin,2016,Dwelling Units,,137
4805038,Morrin,2017,Dwelling Units,,137
4805038,Morrin,2018,Dwelling Units,,137
4805038,Morrin,2019,Dwelling Units,,137
4805038,Morrin,2020,Dwelling Units,,137
4805038,Morrin,2021,Dwelling Units,,137
4805038,Morrin,2022,Dwelling Units,,137
4805038,Morrin,2023,Dwelling Units,,137
4805041,Kneehill County,2023,Dwelling Units,,2212
4805041,Kneehill County,1994,Dwelling Units,,1654
4805041,Kneehill County,1995,Dwelling Units,,1654
4805041,Kneehill County,1996,Dwelling Units,,1616
4805041,Kneehill County,1997,Dwelling Units,,1493
4805041,Kneehill County,1998,Dwelling Units,,1619
4805041,Kneehill County,1999,Dwelling Units,,1643
4805041,Kneehill County,2000,Dwelling Units,,1872
4805041,Kneehill County,2001,Dwelling Units,,1892
4805041,Kneehill County,2002,Dwelling Units,,1917
4805041,Kneehill County,2003,Dwelling Units,,1891
4805041,Kneehill County,2004,Dwelling Units,,1891
4805041,Kneehill County,2005,Dwelling Units,,1891
4805041,Kneehill County,2006,Dwelling Units,,1970
4805041,Kneehill County,2007,Dwelling Units,,1970
4805041,Kneehill County,2008,Dwelling Units,,2024
4805041,Kneehill County,2009,Dwelling Units,,2057
4805041,Kneehill County,2010,Dwelling Units,,2057
4805041,Kneehill County,2011,Dwelling Units,,2077
4805041,Kneehill County,2012,Dwelling Units,,2064
4805041,Kneehill County,2013,Dwelling Units,,2137
4805041,Kneehill County,2014,Dwelling Units,,2141
4805041,Kneehill County,2015,Dwelling Units,,2140
4805041,Kneehill County,2016,Dwelling Units,,2156
4805041,Kneehill County,2017,Dwelling Units,,2163
4805041,Kneehill County,2018,Dwelling Units,,2172
4805041,Kneehill County,2019,Dwelling Units,,2183
4805041,Kneehill County,2020,Dwelling Units,,2195
4805041,Kneehill County,2021,Dwelling Units,,2181
4805041,Kneehill County,2022,Dwelling Units,,2195
4805042,Carbon,1994,Dwelling Units,,185
4805042,Carbon,1995,Dwelling Units,,185
4805042,Carbon,1996,Dwelling Units,,204
4805042,Carbon,1997,Dwelling Units,,196
4805042,Carbon,1998,Dwelling Units,,207
4805042,Carbon,1999,Dwelling Units,,213
4805042,Carbon,2000,Dwelling Units,,216
4805042,Carbon,2001,Dwelling Units,,218
4805042,Carbon,2002,Dwelling Units,,218
4805042,Carbon,2003,Dwelling Units,,218
4805042,Carbon,2004,Dwelling Units,,218
4805042,Carbon,2005,Dwelling Units,,220
4805042,Carbon,2006,Dwelling Units,,222
4805042,Carbon,2007,Dwelling Units,,230
4805042,Carbon,2008,Dwelling Units,,231
4805042,Carbon,2009,Dwelling Units,,232
4805042,Carbon,2010,Dwelling Units,,232
4805042,Carbon,2011,Dwelling Units,,232
4805042,Carbon,2012,Dwelling Units,,233
4805042,Carbon,2013,Dwelling Units,,233
4805042,Carbon,2014,Dwelling Units,,234
4805042,Carbon,2015,Dwelling Units,,240
4805042,Carbon,2016,Dwelling Units,,237
4805042,Carbon,2017,Dwelling Units,,237
4805042,Carbon,2018,Dwelling Units,,237
4805042,Carbon,2019,Dwelling Units,,237
4805042,Carbon,2020,Dwelling Units,,237
4805042,Carbon,2021,Dwelling Units,,237
4805042,Carbon,2022,Dwelling Units,,239
4805042,Carbon,2023,Dwelling Units,,239
4808013,Norglenwold,2023,Dwelling Units,,132
4808013,Norglenwold,1994,Dwelling Units,,73
4808013,Norglenwold,1995,Dwelling Units,,73
4808013,Norglenwold,1996,Dwelling Units,,102
4808013,Norglenwold,1997,Dwelling Units,,104
4808013,Norglenwold,1998,Dwelling Units,,106
4808013,Norglenwold,1999,Dwelling Units,,108
4808013,Norglenwold,2000,Dwelling Units,,108
4808013,Norglenwold,2001,Dwelling Units,,106
4808013,Norglenwold,2002,Dwelling Units,,100
4808013,Norglenwold,2003,Dwelling Units,,100
4808013,Norglenwold,2004,Dwelling Units,,99
4808013,Norglenwold,2005,Dwelling Units,,97
4808013,Norglenwold,2006,Dwelling Units,,96
4808013,Norglenwold,2007,Dwelling Units,,97
4808013,Norglenwold,2008,Dwelling Units,,94
4808013,Norglenwold,2009,Dwelling Units,,93
4808013,Norglenwold,2010,Dwelling Units,,94
4808013,Norglenwold,2011,Dwelling Units,,94
4808013,Norglenwold,2012,Dwelling Units,,93
4808013,Norglenwold,2013,Dwelling Units,,93
4808013,Norglenwold,2014,Dwelling Units,,93
4808013,Norglenwold,2015,Dwelling Units,,93
4808013,Norglenwold,2016,Dwelling Units,,112
4808013,Norglenwold,2017,Dwelling Units,,112
4808013,Norglenwold,2018,Dwelling Units,,112
4808013,Norglenwold,2019,Dwelling Units,,112
4808013,Norglenwold,2020,Dwelling Units,,112
4808013,Norglenwold,2021,Dwelling Units,,132
4808013,Norglenwold,2022,Dwelling Units,,132
4801009,Foremost,1994,Dwelling Units,,222
4801009,Foremost,1995,Dwelling Units,,222
4801009,Foremost,1996,Dwelling Units,,222
4801009,Foremost,1997,Dwelling Units,,222
4801009,Foremost,1998,Dwelling Units,,222
4801009,Foremost,1999,Dwelling Units,,222
4801009,Foremost,2000,Dwelling Units,,222
4801009,Foremost,2001,Dwelling Units,,239
4801009,Foremost,2002,Dwelling Units,,239
4801009,Foremost,2003,Dwelling Units,,239
4801009,Foremost,2004,Dwelling Units,,239
4801009,Foremost,2005,Dwelling Units,,239
4801009,Foremost,2006,Dwelling Units,,239
4801009,Foremost,2007,Dwelling Units,,239
4801009,Foremost,2008,Dwelling Units,,239
4801009,Foremost,2009,Dwelling Units,,239
4801009,Foremost,2010,Dwelling Units,,239
4801009,Foremost,2011,Dwelling Units,,246
4801009,Foremost,2012,Dwelling Units,,246
4801009,Foremost,2013,Dwelling Units,,246
4801009,Foremost,2014,Dwelling Units,,246
4801009,Foremost,2015,Dwelling Units,,246
4801009,Foremost,2016,Dwelling Units,,257
4801009,Foremost,2017,Dwelling Units,,260
4801009,Foremost,2018,Dwelling Units,,260
4801009,Foremost,2019,Dwelling Units,,260
4801009,Foremost,2020,Dwelling Units,,260
4801009,Foremost,2021,Dwelling Units,,260
4801009,Foremost,2022,Dwelling Units,,260
4801009,Foremost,2023,Dwelling Units,,260
4801014,Bow Island,2023,Dwelling Units,,799
4801014,Bow Island,1994,Dwelling Units,,606
4801014,Bow Island,1995,Dwelling Units,,606
4801014,Bow Island,1996,Dwelling Units,,606
4801014,Bow Island,1997,Dwelling Units,,606
4801014,Bow Island,1998,Dwelling Units,,610
4801014,Bow Island,1999,Dwelling Units,,610
4801014,Bow Island,2000,Dwelling Units,,610
4801014,Bow Island,2001,Dwelling Units,,620
4801014,Bow Island,2002,Dwelling Units,,620
4801014,Bow Island,2003,Dwelling Units,,625
4801014,Bow Island,2004,Dwelling Units,,627
4801014,Bow Island,2005,Dwelling Units,,631
4801014,Bow Island,2006,Dwelling Units,,642
4801014,Bow Island,2007,Dwelling Units,,673
4801014,Bow Island,2008,Dwelling Units,,680
4801014,Bow Island,2009,Dwelling Units,,639
4801014,Bow Island,2010,Dwelling Units,,648
4801014,Bow Island,2011,Dwelling Units,,648
4801014,Bow Island,2012,Dwelling Units,,652
4801014,Bow Island,2013,Dwelling Units,,657
4801014,Bow Island,2014,Dwelling Units,,659
4801014,Bow Island,2015,Dwelling Units,,667
4801014,Bow Island,2016,Dwelling Units,,670
4801014,Bow Island,2017,Dwelling Units,,688
4801014,Bow Island,2018,Dwelling Units,,775
4801014,Bow Island,2019,Dwelling Units,,777
4801014,Bow Island,2020,Dwelling Units,,778
4801014,Bow Island,2021,Dwelling Units,,782
4801014,Bow Island,2022,Dwelling Units,,797
4801018,Redcliff,1994,Dwelling Units,,1362
4801018,Redcliff,1995,Dwelling Units,,1362
4801018,Redcliff,1996,Dwelling Units,,1540
4801018,Redcliff,1997,Dwelling Units,,1497
4801018,Redcliff,1998,Dwelling Units,,1516
4801018,Redcliff,1999,Dwelling Units,,1443
4801018,Redcliff,2000,Dwelling Units,,1591
4801018,Redcliff,2001,Dwelling Units,,1590
4801018,Redcliff,2002,Dwelling Units,,1653
4801018,Redcliff,2003,Dwelling Units,,1752
4801018,Redcliff,2004,Dwelling Units,,1777
4801018,Redcliff,2005,Dwelling Units,,1793
4801018,Redcliff,2006,Dwelling Units,,1873
4801018,Redcliff,2007,Dwelling Units,,2110
4801018,Redcliff,2008,Dwelling Units,,2129
4801018,Redcliff,2009,Dwelling Units,,2170
4801018,Redcliff,2010,Dwelling Units,,2176
4801018,Redcliff,2011,Dwelling Units,,2185
4801018,Redcliff,2012,Dwelling Units,,2201
4801018,Redcliff,2013,Dwelling Units,,2073
4801018,Redcliff,2014,Dwelling Units,,2073
4801018,Redcliff,2015,Dwelling Units,,2073
4801018,Redcliff,2016,Dwelling Units,,2073
4801018,Redcliff,2017,Dwelling Units,,2082
4801018,Redcliff,2018,Dwelling Units,,2095
4801018,Redcliff,2019,Dwelling Units,,2093
4801018,Redcliff,2020,Dwelling Units,,2097
4801018,Redcliff,2021,Dwelling Units,,2099
4801018,Redcliff,2022,Dwelling Units,,2099
4801018,Redcliff,2023,Dwelling Units,,2099
4802001,Warner County No. 5,2023,Dwelling Units,,1130
4802001,Warner County No. 5,1994,Dwelling Units,,816
4802001,Warner County No. 5,1995,Dwelling Units,,816
4802001,Warner County No. 5,1996,Dwelling Units,,604
4802001,Warner County No. 5,1997,Dwelling Units,,868
4802001,Warner County No. 5,1998,Dwelling Units,,878
4802001,Warner County No. 5,1999,Dwelling Units,,880
4802001,Warner County No. 5,2000,Dwelling Units,,892
4802001,Warner County No. 5,2001,Dwelling Units,,892
4802001,Warner County No. 5,2002,Dwelling Units,,903
4802001,Warner County No. 5,2003,Dwelling Units,,925
4802001,Warner County No. 5,2004,Dwelling Units,,930
4802001,Warner County No. 5,2005,Dwelling Units,,930
4802001,Warner County No. 5,2006,Dwelling Units,,899
4802001,Warner County No. 5,2007,Dwelling Units,,896
4802001,Warner County No. 5,2008,Dwelling Units,,925
4802001,Warner County No. 5,2009,Dwelling Units,,936
4802001,Warner County No. 5,2010,Dwelling Units,,961
4802001,Warner County No. 5,2011,Dwelling Units,,961
4802001,Warner County No. 5,2012,Dwelling Units,,981
4802001,Warner County No. 5,2013,Dwelling Units,,984
4802001,Warner County No. 5,2014,Dwelling Units,,992
4802001,Warner County No. 5,2015,Dwelling Units,,1017
4802001,Warner County No. 5,2016,Dwelling Units,,1025
4802001,Warner County No. 5,2017,Dwelling Units,,1037
4802001,Warner County No. 5,2018,Dwelling Units,,1051
4802001,Warner County No. 5,2019,Dwelling Units,,1101
4802001,Warner County No. 5,2020,Dwelling Units,,1101
4802001,Warner County No. 5,2021,Dwelling Units,,1101
4802001,Warner County No. 5,2022,Dwelling Units,,1112
4802002,Coutts,1994,Dwelling Units,,141
4802002,Coutts,1995,Dwelling Units,,141
4802002,Coutts,1996,Dwelling Units,,142
4802002,Coutts,1997,Dwelling Units,,130
4802002,Coutts,1998,Dwelling Units,,130
4802002,Coutts,1999,Dwelling Units,,130
4802002,Coutts,2000,Dwelling Units,,140
4802002,Coutts,2001,Dwelling Units,,140
4802002,Coutts,2002,Dwelling Units,,140
4802002,Coutts,2003,Dwelling Units,,140
4802002,Coutts,2004,Dwelling Units,,140
4802002,Coutts,2005,Dwelling Units,,140
4802002,Coutts,2006,Dwelling Units,,140
4802002,Coutts,2007,Dwelling Units,,140
